Unnamed: 0,2024-01-31
TreasurySharesNumber,
OrdinarySharesNumber,24640000000.0
ShareIssued,24640000000.0
NetDebt,2429000000.0
TotalDebt,11056000000.0
TangibleBookValue,37436000000.0
InvestedCapital,52687000000.0
WorkingCapital,33714000000.0
NetTangibleAssets,37436000000.0
CapitalLeaseObligations,1347000000.0
CommonStockEquity,42978000000.0
TotalCapitalization,51437000000.0
TotalEquityGrossMinorityInterest,42978000000.0
StockholdersEquity,42978000000.0
GainsLossesNotAffectingRetainedEarnings,27000000.0
OtherEquityAdjustments,27000000.0
TreasuryStock,
RetainedEarnings,29817000000.0
AdditionalPaidInCapital,13132000000.0
CapitalStock,2000000.0
CommonStock,2000000.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,22750000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,12119000000.0
OtherNonCurrentLiabilities,65000000.0
EmployeeBenefits,
TradeandOtherPayablesNonCurrent,1441000000.0
NonCurrentDeferredLiabilities,1035000000.0
NonCurrentDeferredRevenue,573000000.0
NonCurrentDeferredTaxesLiabilities,462000000.0
LongTermDebtAndCapitalLeaseObligation,9578000000.0
LongTermCapitalLeaseObligation,1119000000.0
LongTermDebt,8459000000.0
CurrentLiabilities,10631000000.0
OtherCurrentLiabilities,199000000.0
CurrentDeferredLiabilities,764000000.0
CurrentDeferredRevenue,764000000.0
CurrentDebtAndCapitalLeaseObligation,1478000000.0
CurrentCapitalLeaseObligation,228000000.0
CurrentDebt,1250000000.0
OtherCurrentBorrowings,1250000000.0
CurrentProvisions,415000000.0
PayablesAndAccruedExpenses,7775000000.0
CurrentAccruedExpenses,4780000000.0
InterestPayable,
Payables,2995000000.0
TotalTaxPayable,296000000.0
AccountsPayable,2699000000.0
TotalAssets,65728000000.0
TotalNonCurrentAssets,21383000000.0
OtherNonCurrentAssets,132000000.0
NonCurrentPrepaidAssets,2822000000.0
NonCurrentDeferredAssets,6081000000.0
NonCurrentDeferredTaxesAssets,6081000000.0
InvestmentsAndAdvances,1546000000.0
OtherInvestments,1546000000.0
GoodwillAndOtherIntangibleAssets,5542000000.0
OtherIntangibleAssets,1112000000.0
Goodwill,4430000000.0
NetPPE,5260000000.0
AccumulatedDepreciation,-3509000000.0
